AAPL,AMZN,GOOGL,JPM,KO,META,MSFT,NVDA
141.39462280273438,170.4510040283203,140.20916748046875,148.5699005126953,47.649757385253906,322.2312927246094,293.1418151855469,21.81587791442871
143.06390380859375,172.33700561523438,141.60760498046875,148.51641845703125,47.17745590209961,332.7288818359375,296.1097106933594,22.17512321472168
145.22132873535156,172.20750427246094,142.0628662109375,150.31768798828125,47.36112976074219,337.3426513671875,297.0155944824219,22.242979049682617
145.70944213867188,170.7530059814453,140.6068878173828,152.34190368652344,47.780941009521484,338.1265869140625,296.225341796875,22.056371688842773
145.92420959472656,171.75050354003906,140.72293090820312,151.14703369140625,47.536048889160156,339.2179870605469,299.4534912109375,22.644128799438477
145.15298461914062,166.77749633789062,136.43882751464844,153.1801300048828,47.62351608276367,322.0824279785156,297.9116516113281,22.678054809570312
145.10421752929688,166.01849365234375,136.32029724121094,152.43112182617188,47.43109130859375,326.13067626953125,296.9191589355469,23.117128372192383
145.7680206298828,168.80349731445312,138.16656494140625,152.84129333496094,47.64100646972656,313.3509826660156,298.8271484375,24.66485595703125
145.30923461914062,169.62449645996094,145.01890563964844,149.6578369140625,48.55936050415039,309.7889099121094,311.4119873046875,24.3994197845459
148.9407196044922,172.32850646972656,144.65345764160156,151.91390991210938,49.0141716003418,314.45233154296875,312.5491027832031,24.888385772705078
146.23660278320312,168.6215057373047,146.83245849609375,151.49478149414062,49.302791595458984,321.050537109375,319.5545349121094,25.513065338134766
145.4165802001953,165.90550231933594,142.32069396972656,151.41453552246094,49.127864837646484,327.41064453125,317.3863220214844,25.77251434326172
146.45140075683594,165.6374969482422,144.2403564453125,152.011962890625,49.06663513183594,325.5254821777344,321.0096435546875,26.345304489135742
147.8864288330078,169.1999969482422,145.3963165283203,152.06549072265625,49.23283386230469,329.0378723144531,321.84796142578125,26.541887283325195
147.36900329589844,173.85000610351562,147.05210876464844,150.06802368164062,49.50395965576172,333.2349853515625,324.19921875,29.738134384155273
147.89694213867188,175.94949340820312,147.6318359375,149.85401916503906,49.713871002197266,338.4738464355469,323.83294677734375,29.689239501953125
147.07569885253906,174.44900512695312,147.80935668945312,150.75466918945312,49.26781463623047,335.9833679199219,324.7291259765625,30.73902130126953
147.43746948242188,178.81149291992188,147.69778442382812,149.61322021484375,49.407752990722656,332.7586669921875,323.72698974609375,30.592327117919922
144.61207580566406,174.1024932861328,144.69757080078125,149.47055053710938,49.608917236328125,325.0888671875,318.7642822265625,29.396854400634766
144.5631561279297,173.625,144.57162475585938,149.46163940429688,49.62641525268555,325.1881408691406,320.3350524902344,30.32589340209961
